,primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,time,url,filename
38,akiapo,"['akepa1', 'apapan', 'hawcre', 'omao', 'warwhe1']","['begging call', 'mechanical tapping']",19.5866,-155.3402,Hemignathus wilsoni,Akiapolaau,Brooks Rownd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,16:56,https://www.xeno-canto.org/147003,akiapo/XC147003.ogg
39,akiapo,[],['begging call (?)'],19.7901,-155.3273,Hemignathus wilsoni,Akiapolaau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,15:40,https://www.xeno-canto.org/27355,akiapo/XC27355.ogg
40,akiapo,"['hawama', 'iiwi']",['call'],19.6759,-155.3845,Hemignathus wilsoni,Akiapolaau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:30,https://www.xeno-canto.org/27374,akiapo/XC27374.ogg
41,akiapo,['iiwi'],"['call', 'song']",19.6759,-155.3845,Hemignathus wilsoni,Akiapolaau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,14:00,https://www.xeno-canto.org/27376,akiapo/XC27376.ogg
43,akiapo,['hawama'],['alarm call'],19.6759,-155.3845,Hemignathus wilsoni,Akiapolaau,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,11:05,https://www.xeno-canto.org/385387,akiapo/XC385387.ogg
45,akiapo,[],"['adult', 'call', 'female']",19.5361,-155.3247,Hemignathus wilsoni,Akiapolaau,Naomi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:30,https://www.xeno-canto.org/648120,akiapo/XC648120.ogg
46,akikik,"['akikik', 'apapan']",['call'],22.0815,-159.555,Oreomystis bairdi,Akikiki,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:00,https://www.xeno-canto.org/216038,akikik/XC216038.ogg
47,akikik,[],['call'],22.0815,-159.555,Oreomystis bairdi,Akikiki,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,14:00,https://www.xeno-canto.org/317034,akikik/XC317034.ogg
49,amewig,[],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,06:00,https://www.xeno-canto.org/150063,amewig/XC150063.ogg
50,amewig,[],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.0,22:00,https://www.xeno-canto.org/152348,amewig/XC152348.ogg
52,amewig,[],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,1.5,05:00,https://www.xeno-canto.org/152873,amewig/XC152873.ogg
53,amewig,['sora'],['call'],56.7264,-111.3803,Mareca americana,American Wigeon,Dugan Maynard,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,04:00,https://www.xeno-canto.org/153020,amewig/XC153020.ogg
54,amewig,['mallar3'],['call'],48.4123,-123.3627,Mareca americana,American Wigeon,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,13:00,https://www.xeno-canto.org/165450,amewig/XC165450.ogg
57,amewig,['houfin'],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:15,https://www.xeno-canto.org/172888,amewig/XC172888.ogg
58,amewig,[],['call'],32.564,-117.1256,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,10:53,https://www.xeno-canto.org/172889,amewig/XC172889.ogg
60,amewig,[],['flight call'],47.7312,-70.4221,Mareca americana,American Wigeon,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,18:25,https://www.xeno-canto.org/187408,amewig/XC187408.ogg
61,amewig,[],['flight call'],47.7312,-70.4221,Mareca americana,American Wigeon,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,18:28,https://www.xeno-canto.org/187411,amewig/XC187411.ogg
62,amewig,[],['male'],51.7068,-103.5791,Mareca americana,American Wigeon,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:49,https://www.xeno-canto.org/293789,amewig/XC293789.ogg
63,amewig,[],['call'],33.8047,-116.5067,Mareca americana,American Wigeon,Jim Holmes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/298401,amewig/XC298401.ogg
66,amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,13:30,https://www.xeno-canto.org/305020,amewig/XC305020.ogg
67,amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:00,https://www.xeno-canto.org/305022,amewig/XC305022.ogg
68,amewig,[],"['call', 'male']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,13:00,https://www.xeno-canto.org/305023,amewig/XC305023.ogg
69,amewig,[],"['male', 'wing beats']",34.7912,135.4983,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,13:00,https://www.xeno-canto.org/305276,amewig/XC305276.ogg
71,amewig,[],['call'],48.6617,-112.4239,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,12:51,https://www.xeno-canto.org/335125,amewig/XC335125.ogg
72,amewig,[],['call'],48.6617,-112.4239,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,13:14,https://www.xeno-canto.org/335126,amewig/XC335126.ogg
74,amewig,[],"['call', 'male']",33.7251,-117.9103,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:09,https://www.xeno-canto.org/384955,amewig/XC384955.ogg
76,amewig,[],['call'],32.2789,-111.0223,Mareca americana,American Wigeon,Janine McCabe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:30,https://www.xeno-canto.org/398300,amewig/XC398300.ogg
77,amewig,[],['call'],40.5032,-105.0629,Mareca americana,American Wigeon,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,17:30,https://www.xeno-canto.org/403005,amewig/XC403005.ogg
79,amewig,[],"['call', 'female', 'male']",32.6185,-117.1029,Mareca americana,American Wigeon,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:03,https://www.xeno-canto.org/448935,amewig/XC448935.ogg
81,amewig,['cangoo'],"['Whi-Whee-Whew', 'call', 'male']",40.7124,-74.4871,Mareca americana,American Wigeon,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,02:00,https://www.xeno-canto.org/509697,amewig/XC509697.ogg
82,amewig,[],"['adult', 'call', 'female', 'female call']",49.2713,-123.1949,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:30,https://www.xeno-canto.org/509721,amewig/XC509721.ogg
84,amewig,[],"['call', 'male']",34.7092,135.3573,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,12:00,https://www.xeno-canto.org/513990,amewig/XC513990.ogg
85,amewig,['eurwig'],"['call', 'male']",34.7092,135.3573,Mareca americana,American Wigeon,Anon Torimi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:05,https://www.xeno-canto.org/513991,amewig/XC513991.ogg
86,amewig,['norsho'],"['adult', 'call', 'male']",25.6602,-109.0033,Mareca americana,American Wigeon,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,09:30,https://www.xeno-canto.org/519618,amewig/XC519618.ogg
88,amewig,[],['call'],25.6602,-109.0033,Mareca americana,American Wigeon,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/519789,amewig/XC519789.ogg
89,amewig,[],['call'],25.6602,-109.0033,Mareca americana,American Wigeon,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,07:30,https://www.xeno-canto.org/519790,amewig/XC519790.ogg
90,amewig,[],"['adult', 'call', 'male']",52.5484,6.1209,Mareca americana,American Wigeon,Wolbert Hermus,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:30,https://www.xeno-canto.org/522375,amewig/XC522375.ogg
92,amewig,['mallar3'],['call'],45.5734,-122.6114,Mareca americana,American Wigeon,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:22,https://www.xeno-canto.org/524663,amewig/XC524663.ogg
93,amewig,[],"['Whi-Whee-Whew', 'male', 'song']",40.5874,-74.2621,Mareca americana,American Wigeon,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:30,https://www.xeno-canto.org/530872,amewig/XC530872.ogg
95,amewig,[],['call'],49.2775,-123.1453,Mareca americana,American Wigeon,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,11:30,https://www.xeno-canto.org/531510,amewig/XC531510.ogg
97,amewig,[],"['adult', 'call', 'female', 'male']",49.2714,-123.1956,Mareca americana,American Wigeon,Peter Ward and Ken Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,10:00,https://www.xeno-canto.org/603725,amewig/XC603725.ogg
98,amewig,['cangoo'],['call'],34.0876,-118.1154,Mareca americana,American Wigeon,Grant Kirchhoff,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,16:00,https://www.xeno-canto.org/611348,amewig/XC611348.ogg
99,aniani,['kauama'],['song'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/174949,aniani/XC174949.ogg
100,aniani,"['apapan', 'kauama']",['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,10:00,https://www.xeno-canto.org/174952,aniani/XC174952.ogg
103,aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210203,aniani/XC210203.ogg
104,aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210204,aniani/XC210204.ogg
106,aniani,[],['song'],22.1467,-159.6134,Magumma parva,Anianiau,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,15:00,https://www.xeno-canto.org/210206,aniani/XC210206.ogg
107,aniani,[],"['call', 'rain']",22.1493,-159.6099,Magumma parva,Anianiau,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,11:30,https://www.xeno-canto.org/256222,aniani/XC256222.ogg
108,aniani,['iiwi'],"['call', 'song']",22.1467,-159.6134,Magumma parva,Anianiau,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,10:50,https://www.xeno-canto.org/27338,aniani/XC27338.ogg
110,aniani,[],['call'],22.1467,-159.6134,Magumma parva,Anianiau,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,12:00,https://www.xeno-canto.org/317139,aniani/XC317139.ogg
111,apapan,[],"['call', 'song', 'wing flutters']",22.1417,-159.6219,Himatione sanguinea,Apapane,Thomas Hamel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,09:30,https://www.xeno-canto.org/139974,apapan/XC139974.ogg
112,apapan,['aniani'],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,09:30,https://www.xeno-canto.org/174948,apapan/XC174948.ogg
113,apapan,['saffin'],['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:00,https://www.xeno-canto.org/175215,apapan/XC175215.ogg
116,apapan,['houfin'],['call'],19.4264,-155.2373,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,06:30,https://www.xeno-canto.org/175233,apapan/XC175233.ogg
117,apapan,['iiwi'],['song'],19.7901,-155.3273,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,12:00,https://www.xeno-canto.org/175507,apapan/XC175507.ogg
119,apapan,[],['call'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,15:00,https://www.xeno-canto.org/210193,apapan/XC210193.ogg
121,apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,09:00,https://www.xeno-canto.org/210195,apapan/XC210195.ogg
122,apapan,[],"['male', 'song']",22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,09:00,https://www.xeno-canto.org/210197,apapan/XC210197.ogg
124,apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,17:00,https://www.xeno-canto.org/210199,apapan/XC210199.ogg
126,apapan,['apapan'],['song'],22.0815,-159.555,Himatione sanguinea,Apapane,Patrick Blake,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,10:30,https://www.xeno-canto.org/219959,apapan/XC219959.ogg
127,apapan,[],['call'],19.6725,-155.3876,Himatione sanguinea,Apapane,Todd Mark,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,07:30,https://www.xeno-canto.org/252590,apapan/XC252590.ogg
128,apapan,[],['song'],22.1484,-159.6277,Himatione sanguinea,Apapane,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,10:00,https://www.xeno-canto.org/256220,apapan/XC256220.ogg
130,apapan,['warwhe1'],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,09:45,https://www.xeno-canto.org/27317,apapan/XC27317.ogg
132,apapan,"['hawama', 'iiwi', 'omao']",['song'],19.6814,-155.3976,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,12:45,https://www.xeno-canto.org/27327,apapan/XC27327.ogg
133,apapan,[],['song'],22.1506,-159.6406,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,11:45,https://www.xeno-canto.org/27330,apapan/XC27330.ogg
134,apapan,[],['song'],22.1506,-159.6406,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,12:00,https://www.xeno-canto.org/27331,apapan/XC27331.ogg
135,apapan,"['warwhe1', 'zebdov']",['song'],19.4264,-155.2373,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,06:15,https://www.xeno-canto.org/27340,apapan/XC27340.ogg
136,apapan,[],['song'],22.1467,-159.6134,Himatione sanguinea,Apapane,Daniel Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,10:00,https://www.xeno-canto.org/27367,apapan/XC27367.ogg
138,apapan,[],['song'],22.1493,-159.6099,Himatione sanguinea,Apapane,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:30,https://www.xeno-canto.org/314499,apapan/XC314499.ogg
140,apapan,['iiwi'],"['call', 'song']",20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,07:37,https://www.xeno-canto.org/326577,apapan/XC326577.ogg
141,apapan,[],['call'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,08:08,https://www.xeno-canto.org/327341,apapan/XC327341.ogg
142,apapan,[],['call'],20.769,-156.237,Himatione sanguinea,Apapane,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,09:03,https://www.xeno-canto.org/327355,apapan/XC327355.ogg
145,apapan,[],['song'],19.4145,-155.242,Himatione sanguinea,Apapane,Craig Robertson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,13:30,https://www.xeno-canto.org/336995,apapan/XC336995.ogg
146,apapan,['oahama'],['song'],21.399,-157.898,Himatione sanguinea,Apapane,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,12:00,https://www.xeno-canto.org/368428,apapan/XC368428.ogg
147,apapan,[],['song'],19.4424,-155.315,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:43,https://www.xeno-canto.org/385165,apapan/XC385165.ogg
148,apapan,[],['song'],20.7123,-156.3029,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,11:58,https://www.xeno-canto.org/385295,apapan/XC385295.ogg
150,apapan,[],['call'],19.4469,-155.3036,Himatione sanguinea,Apapane,Ulf Elman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,16:22,https://www.xeno-canto.org/385474,apapan/XC385474.ogg
152,apapan,['jabwar'],['call'],21.4104,-158.0977,Himatione sanguinea,Apapane,Sean Erroll MacDonald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,12:04,https://www.xeno-canto.org/454887,apapan/XC454887.ogg
153,apapan,[],"['sex uncertain', 'song']",22.1477,-159.6312,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,06:59,https://www.xeno-canto.org/503602,apapan/XC503602.ogg
154,apapan,['redjun'],"['adult', 'sex uncertain', 'song']",22.1477,-159.6312,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,07:01,https://www.xeno-canto.org/503604,apapan/XC503604.ogg
156,apapan,['iiwi'],"['adult', 'call', 'sex uncertain']",20.7692,-156.2346,Himatione sanguinea,Apapane,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,16:38,https://www.xeno-canto.org/503849,apapan/XC503849.ogg
157,apapan,[],"['adult', 'sex uncertain', 'song']",22.1484,-159.6277,Himatione sanguinea,Apapane,Rick Sharloch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,08:00,https://www.xeno-canto.org/505432,apapan/XC505432.ogg
158,arcter,[],['call'],56.0058,-3.5162,Sterna paradisaea,Arctic Tern,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,07:30,https://www.xeno-canto.org/133801,arcter/XC133801.ogg
159,arcter,[],['call'],60.6133,17.9235,Sterna paradisaea,Arctic Tern,Jelmer Poelstra,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,06:40,https://www.xeno-canto.org/135277,arcter/XC135277.ogg
161,arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:00,https://www.xeno-canto.org/139657,arcter/XC139657.ogg
162,arcter,[],['call'],57.594,-152.4604,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,11:00,https://www.xeno-canto.org/139658,arcter/XC139658.ogg
164,arcter,[],['call'],64.4669,-164.7537,Sterna paradisaea,Arctic Tern,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,08:00,https://www.xeno-canto.org/140733,arcter/XC140733.ogg
165,arcter,[],"['call', 'social calls']",54.2655,8.8444,Sterna paradisaea,Arctic Tern,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,21:56,https://www.xeno-canto.org/141787,arcter/XC141787.ogg
166,arcter,[],"['alarm call', 'flight call']",54.2655,8.8444,Sterna paradisaea,Arctic Tern,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,19:55,https://www.xeno-canto.org/142818,arcter/XC142818.ogg
169,arcter,[],['song'],61.0781,21.2991,Sterna paradisaea,Arctic Tern,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,06:00,https://www.xeno-canto.org/163353,arcter/XC163353.ogg
